station_id,midday_solar_p50,midday_solar_p90,midday_solar_p99,t_c_mean,rh_mean,v_ms_mean,gust_ms_mean,t_c_bias,rh_bias,v_ratio,role
EXPLORE8_101,582.7,888.2,945.7,14.17408869743987,78.33469752258286,1.8547246643054036,3.534717611428302,-0.13291767112276887,0.4237406294996333,0.991185476817311,awning · land end
EXPLORE8_100,570.9,856.1,910.2,14.085058606694133,79.58626577608624,1.8081864294195524,3.497742538502305,-0.22194776186850618,1.6753088830030123,0.966314926798048,awning · mid slip
EXPLORE8_102,178.8,779.8,887.6,14.82055864284196,77.77141911353107,2.180676778675304,3.904389098284543,0.5135522742793199,-0.13953777955215685,1.1653779098609152,open deck
EXPLORE8_103,227.9,836.4,931.4779999999998,14.340261203000129,77.93369660174451,1.9915081854745844,3.9080957964991407,0.03325483443748922,0.022739708661291047,1.0642841109488623,over water · wind funnel
EXPLORE8_104,193.14999999999998,811.9,911.5,14.11506469283711,75.92870545147139,1.5209967607008996,2.8130347824792077,-0.19194167572552878,-1.9822514416118366,0.8128375755748634,sunny corner
